wrist_x,wrist_y,wrist_z,index_x,index_y,index_z,middle_x,middle_y,middle_z,label
0.732433,0.632291,0.0,0.724632,0.311756,-0.040911,0.745522,0.30009,-0.032333,HELLO
0.737796,0.628272,0.0,0.715639,0.307695,-0.035827,0.737802,0.290529,-0.02911,HELLO
0.730607,0.623109,0.0,0.711792,0.302462,-0.040136,0.731734,0.286008,-0.032399,HELLO
0.626435,0.486472,-0.0,0.470485,0.303012,-0.014488,0.4785,0.264867,-0.013483,HELLO
0.612993,0.476909,0.0,0.459164,0.316661,-0.021726,0.465208,0.279431,-0.016824,HELLO
0.61045,0.473734,0.0,0.457477,0.315244,-0.019074,0.46366,0.279362,-0.013902,HELLO
0.609352,0.473252,0.0,0.457401,0.316372,-0.021568,0.463794,0.279276,-0.015706,HELLO
0.597638,0.467604,0.0,0.44494,0.32307,-0.026931,0.448147,0.286896,-0.020033,HELLO
0.598484,0.468236,0.0,0.443711,0.322308,-0.024093,0.447955,0.287184,-0.018121,HELLO
0.598825,0.467408,0.0,0.443439,0.322351,-0.023504,0.44786,0.287225,-0.017649,HELLO
0.59921,0.468589,0.0,0.444615,0.323059,-0.025411,0.449044,0.287452,-0.019831,HELLO
0.602134,0.46842,0.0,0.447501,0.320931,-0.023091,0.451652,0.286426,-0.017845,HELLO
0.604991,0.470801,0.0,0.45172,0.317961,-0.02667,0.45694,0.282443,-0.021515,HELLO
0.605493,0.471468,0.0,0.451625,0.316327,-0.025824,0.456799,0.28252,-0.01959,HELLO
0.605805,0.471588,0.0,0.451406,0.316175,-0.027794,0.45733,0.281839,-0.020688,HELLO
0.60588,0.471725,0.0,0.451353,0.316218,-0.02804,0.457435,0.281746,-0.021059,HELLO
0.76227,0.651042,0.0,0.722044,0.328186,-0.027054,0.744074,0.30835,-0.023344,HELLO
0.758402,0.652969,0.0,0.725605,0.32723,-0.039992,0.746174,0.309903,-0.033364,HELLO
0.757095,0.665674,0.0,0.729007,0.334011,-0.03852,0.750237,0.317117,-0.032391,HELLO
0.754598,0.667392,0.0,0.726747,0.337253,-0.042813,0.748468,0.318697,-0.034285,HELLO
0.754557,0.665595,0.0,0.724802,0.335883,-0.03922,0.745763,0.315678,-0.031236,HELLO
0.755809,0.663569,0.0,0.724705,0.335209,-0.041676,0.745513,0.314527,-0.0342,HELLO
0.753514,0.63949,0.0,0.710689,0.314864,-0.037501,0.728891,0.29624,-0.031105,HELLO
0.754478,0.615255,0.0,0.691505,0.30061,-0.034021,0.709881,0.279701,-0.028546,HELLO
0.751799,0.612224,0.0,0.692033,0.301622,-0.039604,0.712179,0.280657,-0.032585,HELLO
0.756027,0.610077,0.0,0.692407,0.301454,-0.036928,0.71198,0.281461,-0.029935,HELLO
0.730434,0.573057,0.0,0.565872,0.286148,-0.041236,0.596828,0.269368,-0.027475,HELLO
0.685678,0.530679,0.0,0.511684,0.28971,-0.008615,0.521654,0.255744,-0.004931,HELLO
0.649165,0.494942,0.0,0.487464,0.306,-0.009286,0.491602,0.271312,-0.005426,HELLO
0.637143,0.482852,0.0,0.484881,0.308226,-0.024338,0.493778,0.270647,-0.019189,HELLO
0.626108,0.474816,0.0,0.477861,0.30726,-0.027268,0.487421,0.275022,-0.021191,HELLO
0.625947,0.474304,0.0,0.476593,0.309843,-0.027508,0.486236,0.274619,-0.021602,HELLO
0.625596,0.473893,0.0,0.477744,0.311043,-0.027729,0.486146,0.275556,-0.022117,HELLO
0.61657,0.469456,0.0,0.466714,0.319136,-0.028901,0.471804,0.284281,-0.023811,HELLO
0.608584,0.465539,0.0,0.456048,0.319988,-0.031024,0.460543,0.287463,-0.024634,HELLO
0.612126,0.466761,0.0,0.460862,0.318715,-0.030159,0.466063,0.284242,-0.023987,HELLO
0.611861,0.465774,0.0,0.461182,0.31738,-0.032927,0.466821,0.28441,-0.02547,HELLO
0.612766,0.466089,0.0,0.460503,0.315316,-0.03307,0.467145,0.284433,-0.025516,HELLO
0.612903,0.466367,0.0,0.460136,0.315885,-0.031921,0.466919,0.284757,-0.024786,HELLO
0.612954,0.466379,0.0,0.46003,0.316628,-0.031875,0.46679,0.285,-0.024805,HELLO
0.621922,0.467607,0.0,0.475023,0.305529,-0.02925,0.481999,0.271501,-0.024584,HELLO
0.779644,0.64243,0.0,0.74853,0.316078,-0.034829,0.77011,0.30293,-0.027609,HELLO
0.777221,0.665981,0.0,0.762326,0.336221,-0.035494,0.783834,0.324413,-0.029887,HELLO
0.779649,0.670747,0.0,0.763793,0.340091,-0.042097,0.786229,0.326874,-0.033872,HELLO
0.779388,0.672999,0.0,0.764279,0.342532,-0.043825,0.785864,0.327268,-0.03707,HELLO
0.777947,0.673452,0.0,0.764718,0.342245,-0.044859,0.785891,0.326998,-0.038727,HELLO
0.775928,0.674017,0.0,0.76265,0.342981,-0.038014,0.78331,0.327515,-0.03146,HELLO
0.778095,0.672974,0.0,0.761439,0.341881,-0.033738,0.781706,0.324797,-0.026365,HELLO
0.772206,0.666355,0.0,0.75205,0.332745,-0.036318,0.773559,0.315729,-0.027889,HELLO
0.770425,0.660212,0.0,0.745737,0.326964,-0.041235,0.766679,0.308185,-0.034226,HELLO
0.774347,0.658362,0.0,0.747288,0.326375,-0.04306,0.769272,0.307946,-0.035752,HELLO
0.764341,0.609451,0.0,0.636569,0.274441,-0.02529,0.656882,0.256378,-0.020145,HELLO
0.741457,0.559299,0.0,0.524514,0.278846,-0.024087,0.550661,0.25291,-0.014649,HELLO
0.696503,0.519873,0.0,0.519854,0.265769,0.000108,0.523606,0.233886,0.000382,HELLO
0.67562,0.500481,0.0,0.520992,0.267892,-0.011588,0.528149,0.235692,-0.009864,HELLO
0.636352,0.46195,0.0,0.469209,0.287516,-0.01559,0.475819,0.252212,-0.011087,HELLO
0.621219,0.44915,0.0,0.462656,0.287061,-0.027434,0.469931,0.253313,-0.02199,HELLO
0.616079,0.444916,0.0,0.461978,0.28904,-0.023699,0.469241,0.254442,-0.018504,HELLO
0.597429,0.445458,0.0,0.439126,0.311746,-0.027281,0.441065,0.274845,-0.023362,HELLO
0.597322,0.442662,0.0,0.438587,0.311809,-0.025345,0.44385,0.275698,-0.020133,HELLO
0.605309,0.446957,0.0,0.447863,0.30833,-0.030604,0.452045,0.27184,-0.025387,HELLO
0.606226,0.449065,0.0,0.449382,0.311464,-0.025696,0.453675,0.273845,-0.020946,HELLO
0.606135,0.448979,0.0,0.44939,0.311627,-0.025864,0.45335,0.274259,-0.021227,HELLO
0.61241,0.448586,0.0,0.461071,0.29413,-0.028937,0.466365,0.260367,-0.023342,HELLO
0.718351,0.505538,0.0,0.611623,0.239498,-0.018524,0.624414,0.213595,-0.014376,HELLO
0.727272,0.518215,0.0,0.632766,0.24733,-0.028162,0.649667,0.217717,-0.025236,HELLO
0.727563,0.517289,0.0,0.633537,0.247285,-0.030399,0.650391,0.219681,-0.025738,HELLO
0.727165,0.516795,0.0,0.632446,0.24744,-0.031301,0.649852,0.218937,-0.026587,HELLO
0.727677,0.516213,0.0,0.632464,0.247258,-0.031261,0.649773,0.218755,-0.026735,HELLO
0.727294,0.516217,0.0,0.632171,0.24726,-0.031843,0.649924,0.218836,-0.027193,HELLO
0.727527,0.515936,0.0,0.632159,0.247195,-0.031688,0.649869,0.21866,-0.027115,HELLO
0.750077,0.548199,0.0,0.669364,0.259016,-0.040273,0.688266,0.232912,-0.035378,HELLO
0.748789,0.62415,0.0,0.732923,0.334003,-0.064264,0.752067,0.309707,-0.055588,HELLO
0.76501,0.656779,0.0,0.731669,0.334854,-0.047875,0.754285,0.31545,-0.046193,HELLO
0.766487,0.661573,0.0,0.732626,0.336366,-0.047708,0.752055,0.314177,-0.044994,HELLO
0.612705,0.469156,0.0,0.461071,0.310997,-0.018725,0.466304,0.279131,-0.014986,HELLO
0.611397,0.46757,0.0,0.460231,0.311551,-0.019524,0.467011,0.279797,-0.015035,HELLO
0.610749,0.46747,0.0,0.460303,0.312683,-0.023171,0.467484,0.28052,-0.018128,HELLO
0.610675,0.466958,0.0,0.460359,0.312732,-0.024382,0.467599,0.280327,-0.019406,HELLO
0.610791,0.467196,0.0,0.460341,0.312853,-0.022685,0.467426,0.280361,-0.017981,HELLO
0.609393,0.467577,0.0,0.460146,0.313944,-0.024763,0.465846,0.279677,-0.019703,HELLO
0.605305,0.461467,0.0,0.456613,0.309997,-0.030684,0.459469,0.2763,-0.024232,HELLO
0.715716,0.518463,0.0,0.608541,0.235489,-0.021086,0.621427,0.205575,-0.018721,HELLO
0.724297,0.527028,0.0,0.623409,0.244833,-0.029118,0.641351,0.217425,-0.027012,HELLO
0.726588,0.518549,0.0,0.625292,0.243785,-0.028726,0.641663,0.217247,-0.02437,HELLO
0.723988,0.516212,0.0,0.62332,0.242071,-0.035475,0.641301,0.214864,-0.031068,HELLO
0.722882,0.515333,0.0,0.623681,0.242339,-0.035876,0.641574,0.214296,-0.031601,HELLO
0.723593,0.514166,0.0,0.623781,0.242472,-0.036024,0.641839,0.21422,-0.031396,HELLO
0.741828,0.570087,0.0,0.687508,0.277789,-0.04896,0.705593,0.256377,-0.043316,HELLO
0.736293,0.632881,0.0,0.737082,0.358722,-0.062488,0.755782,0.337036,-0.055678,HELLO
0.761896,0.683111,0.0,0.732728,0.365225,-0.048551,0.754849,0.34724,-0.047675,HELLO
0.756622,0.686364,0.0,0.730144,0.361403,-0.043891,0.750169,0.340027,-0.043012,HELLO
0.748344,0.676731,0.0,0.720363,0.347909,-0.035209,0.737264,0.327109,-0.034305,HELLO
0.740944,0.645138,0.0,0.700778,0.317872,-0.03418,0.716868,0.299862,-0.030674,HELLO
0.746387,0.645786,0.0,0.695863,0.325381,-0.027059,0.714962,0.301081,-0.025945,HELLO
0.750369,0.644288,0.0,0.697034,0.321549,-0.033198,0.715773,0.301499,-0.03051,HELLO
0.748742,0.643145,0.0,0.697947,0.320242,-0.03301,0.716897,0.303071,-0.030309,HELLO
0.740333,0.606331,0.0,0.668218,0.294071,-0.033949,0.683981,0.272132,-0.029741,HELLO
0.735792,0.604354,0.0,0.666201,0.294562,-0.037015,0.683018,0.272167,-0.033348,HELLO
0.73455,0.604159,0.0,0.666406,0.293836,-0.037848,0.682635,0.272269,-0.034506,HELLO
0.734399,0.603128,0.0,0.66666,0.29389,-0.038028,0.682751,0.272333,-0.0347,HELLO
0.616675,0.471928,0.0,0.464038,0.310451,-0.015647,0.472736,0.27907,-0.012281,HELLO
0.615964,0.470194,0.0,0.466426,0.313236,-0.018905,0.472545,0.280684,-0.014789,HELLO
0.614572,0.468595,0.0,0.466158,0.313736,-0.023956,0.472541,0.280908,-0.018143,HELLO
0.614719,0.467648,0.0,0.466249,0.314059,-0.021698,0.472362,0.280858,-0.016257,HELLO
0.614625,0.468136,0.0,0.466124,0.314406,-0.021365,0.472577,0.281266,-0.016194,HELLO
0.614347,0.467834,0.0,0.465995,0.313805,-0.023607,0.472817,0.280903,-0.017817,HELLO
0.610111,0.46587,0.0,0.462796,0.312461,-0.02494,0.468249,0.280459,-0.019378,HELLO
0.701238,0.534456,0.0,0.570409,0.261958,-0.008216,0.58246,0.232644,-0.007581,HELLO
0.694602,0.522312,0.0,0.571406,0.265219,-0.018534,0.583629,0.233936,-0.015819,HELLO
0.701959,0.523117,0.0,0.588865,0.263547,-0.024436,0.601699,0.235052,-0.019695,HELLO
0.717359,0.535733,0.0,0.609508,0.271881,-0.039319,0.625531,0.239544,-0.03416,HELLO
0.714722,0.536139,0.0,0.610698,0.270693,-0.034698,0.626423,0.243623,-0.029141,HELLO
0.764941,0.70212,0.0,0.741475,0.372979,-0.045494,0.763941,0.356424,-0.040162,HELLO
0.756959,0.69465,0.0,0.731359,0.361903,-0.036677,0.752171,0.343784,-0.034102,HELLO
0.756041,0.683992,0.0,0.724204,0.354931,-0.036541,0.744569,0.333436,-0.034757,HELLO
0.755522,0.685158,0.0,0.724489,0.35615,-0.038464,0.745584,0.334707,-0.035521,HELLO
0.752294,0.68718,0.0,0.724506,0.356023,-0.035485,0.745799,0.33473,-0.033414,HELLO
0.752097,0.690113,0.0,0.725807,0.35571,-0.034009,0.746352,0.336159,-0.03292,HELLO
0.737217,0.622757,0.0,0.619095,0.295383,0.008267,0.644424,0.285282,0.008852,HELLO
0.730407,0.569095,0.0,0.620215,0.273319,-0.019219,0.636256,0.244331,-0.013484,HELLO
0.696533,0.526061,0.0,0.548183,0.250543,0.015653,0.558082,0.222394,0.015263,HELLO
0.672726,0.473298,0.0,0.507272,0.273063,0.000275,0.512429,0.240315,0.002928,HELLO
0.658178,0.455493,0.0,0.506858,0.274847,-0.013319,0.515565,0.237265,-0.009743,HELLO
0.630585,0.442684,0.0,0.473063,0.307021,-0.021343,0.476825,0.274363,-0.014641,HELLO
0.624891,0.432583,0.0,0.468265,0.306147,-0.016842,0.47235,0.273345,-0.013248,HELLO
0.61884,0.429174,0.0,0.461738,0.309297,-0.020408,0.465737,0.277722,-0.017034,HELLO
0.618417,0.429507,0.0,0.459915,0.309051,-0.015754,0.465002,0.279368,-0.012729,HELLO
0.618241,0.429506,0.0,0.459146,0.309157,-0.018531,0.46456,0.279857,-0.015082,HELLO
0.61814,0.429881,0.0,0.458846,0.308931,-0.020231,0.464567,0.279995,-0.016615,HELLO
0.619442,0.428014,0.0,0.460348,0.313717,-0.026142,0.464808,0.279908,-0.021647,HELLO
0.619376,0.427883,0.0,0.46011,0.313139,-0.025341,0.465685,0.279271,-0.02082,HELLO
0.619417,0.427565,0.0,0.46016,0.313285,-0.024259,0.465894,0.278953,-0.019988,HELLO
0.715806,0.568756,0.0,0.604129,0.288568,-0.010295,0.617265,0.261881,-0.008258,HELLO
0.723897,0.627001,0.0,0.671352,0.331067,-0.046312,0.690594,0.307532,-0.037593,HELLO
0.734517,0.649524,0.0,0.679717,0.344613,-0.024519,0.700463,0.32206,-0.023979,HELLO
0.738898,0.65955,0.0,0.68597,0.349423,-0.02766,0.70758,0.329919,-0.025915,HELLO
0.741957,0.665876,0.0,0.691365,0.354335,-0.0326,0.713919,0.335906,-0.030224,HELLO
0.740026,0.665569,0.0,0.691061,0.357546,-0.030607,0.711655,0.337264,-0.027851,HELLO
0.738809,0.666138,0.0,0.690785,0.357864,-0.028692,0.711456,0.3377,-0.026792,HELLO
0.738473,0.66569,0.0,0.691083,0.357275,-0.030495,0.711638,0.337484,-0.028246,HELLO
0.740852,0.6678,0.0,0.691582,0.357294,-0.025911,0.709855,0.337108,-0.024295,HELLO
0.740691,0.668222,0.0,0.692589,0.355912,-0.026332,0.710959,0.337245,-0.023641,HELLO
0.741915,0.668521,0.0,0.69308,0.356704,-0.024032,0.710538,0.336868,-0.021251,HELLO
0.744322,0.692043,0.0,0.705927,0.370509,-0.024561,0.726009,0.349549,-0.022978,HELLO
0.741455,0.693149,0.0,0.706749,0.374163,-0.027853,0.72388,0.350348,-0.025248,HELLO
0.740464,0.692749,0.0,0.707909,0.373627,-0.028598,0.725364,0.350779,-0.025248,HELLO
0.742994,0.690563,0.0,0.708527,0.372807,-0.03249,0.725398,0.35038,-0.029361,HELLO
0.638317,0.448389,0.0,0.488263,0.278601,-0.019177,0.496359,0.240142,-0.016441,HELLO
0.637801,0.442618,0.0,0.489013,0.27934,-0.023725,0.49539,0.243332,-0.018809,HELLO
0.619207,0.450809,0.0,0.468584,0.308307,-0.020322,0.474958,0.276727,-0.015464,HELLO
0.618654,0.448994,0.0,0.467112,0.310613,-0.02055,0.47356,0.277633,-0.015861,HELLO
0.616437,0.447334,0.0,0.466659,0.311205,-0.017748,0.472766,0.27974,-0.013678,HELLO
0.616994,0.450343,0.0,0.467442,0.313005,-0.020674,0.472979,0.281834,-0.016069,HELLO
0.618524,0.451947,0.0,0.469222,0.314414,-0.023413,0.475825,0.281951,-0.018411,HELLO
0.642677,0.46716,0.0,0.503434,0.296632,-0.025404,0.511231,0.261094,-0.022004,HELLO
0.641996,0.46804,0.0,0.504526,0.295385,-0.024088,0.512025,0.262518,-0.019394,HELLO
0.649289,0.476021,0.0,0.517137,0.287463,-0.019158,0.527012,0.259903,-0.017366,HELLO
0.65199,0.476459,0.0,0.517846,0.29061,-0.018115,0.526141,0.259499,-0.016358,HELLO
0.65248,0.476833,0.0,0.518158,0.290069,-0.01606,0.526503,0.259012,-0.013964,HELLO
0.652068,0.477031,0.0,0.518161,0.290104,-0.01609,0.526749,0.258867,-0.013804,HELLO
0.652051,0.476896,0.0,0.518214,0.290196,-0.015878,0.526862,0.259029,-0.013681,HELLO
0.652156,0.476752,0.0,0.518266,0.290194,-0.015825,0.526762,0.258934,-0.013648,HELLO
0.741295,0.675199,0.0,0.684103,0.358861,-0.020594,0.708238,0.33963,-0.018731,HELLO
0.73931,0.670835,0.0,0.687131,0.359938,-0.022972,0.707191,0.340937,-0.019146,HELLO
0.739716,0.666178,0.0,0.687742,0.359322,-0.029315,0.708037,0.340486,-0.023899,HELLO
0.737087,0.664163,0.0,0.688708,0.358352,-0.030098,0.708308,0.339823,-0.025253,HELLO
0.747791,0.726349,0.0,0.753769,0.411232,-0.038291,0.772537,0.40044,-0.03196,HELLO
0.758583,0.742198,0.0,0.751811,0.415442,-0.028458,0.772461,0.403103,-0.024155,HELLO
0.755066,0.746333,0.0,0.754966,0.420428,-0.033104,0.775618,0.405472,-0.02804,HELLO
0.657661,0.608485,0.0,0.513553,0.356689,-0.01361,0.521841,0.318324,-0.016698,HELLO
